Web;Navegador;Latencia_Media;Latencia_Desv;Latencia_Min;Latencia_Max;TTL_Moda;TTL_Media
xiaomi.com;FIREFOX;8404.179487179486;18947.233578911357;709;121471;54;62.24786324786325
yahoo.com;CHROME;12811.258741258742;14043.675316825456;711;84759;118;114.58741258741259
yahoo.com;EDGE;15745.714285714286;13729.68293638692;717;70853;237;94.33333333333333
yahoo.com;FIREFOX;11351.356589147286;14457.384204748996;889;84293;54;92.84496124031008
youtube.com;CHROME;4376.582352941176;11229.194070083215;686;138573;117;109.29411764705883
youtube.com;EDGE;5597.355029585799;5003.83094232751;650;16468;117;94.48520710059172
youtube.com;FIREFOX;4248.773255813953;12537.835846756658;700;138625;117;93.80232558139535
ytimg.com;CHROME;4239.658823529412;4866.887392791993;721;22262;117;105.08235294117647
ytimg.com;EDGE;13737.32098765432;16465.24584984017;705;122345;43;59.72839506172839
ytimg.com;FIREFOX;2811.8082191780823;5063.5756954765075;897;17373;54;64.46575342465754
